"ï..record_id","item","value"
"SCN_141","socrew83","4"
"SCN_141","socrew84","1"
"SCN_141","socrew85","1"
"SCN_141","socrew86","4"
"SCN_141","socrew87","5"
"SCN_141","socrew88","1"
"SCN_141","socrew89","4"
"SCN_141","socrew90","2"
"SCN_141","socrew91","5"
"SCN_141","socrew92","2"
"SCN_141","socrew93","4"
"SCN_141","socrew94","5"
"SCN_141","socrew95","2"
"SCN_141","socrew96","2"
"SCN_141","socrew97","4"
"SCN_141","socrew98","2"
"SCN_141","socrew99","2"
"SCN_141","socrew100","4"
"SCN_141","socrew101","5"
"SCN_141","socrew102","4"
"SCN_141","socrew103","2"
"SCN_141","socrew104","5"
"SCN_141","socrew105","2"
"SCN_141","socrew106","1"
"SCN_141","socrew107","4"
"SCN_141","socrew108","5"
"SCN_141","socrew109","5"
"SCN_141","socrew110","4"
"SCN_141","socrew111","5"
"SCN_141","socrew112","5"
"SCN_141","socrew113","4"
"SCN_141","socrew114","5"
"SCN_141","socrew115","4"
"SCN_141","socrew116","4"
"SCN_141","socrew117","2"
"SCN_141","socrew118","2"
"SCN_141","socrew119","5"
"SCN_141","socrew120","4"
"SCN_141","socrew121","2"
"SCN_141","socrew122","4"
"SCN_141","socrew123","4"
"SCN_141","socrew124","4"
"SCN_141","socrew125","2"
"SCN_141","socrew126","4"
"SCN_141","socrew127","4"
"SCN_141","socrew128","4"
"SCN_141","socrew129","2"
"SCN_141","socrew130","4"
"SCN_141","socrew131","4"
"SCN_141","socrew132","4"
"SCN_141","socrew133","4"
"SCN_141","socrew134","2"
"SCN_141","socrew135","2"
"SCN_141","socrew136","4"
"SCN_141","socrew137","2"
"SCN_141","socrew138","4"
"SCN_141","socrew139","2"
"SCN_141","socrew140","4"
"SCN_141","socrew141","5"
"SCN_141","socrew142","2"
"SCN_141","socrew143","2"
"SCN_141","socrew144","4"
"SCN_141","socrew145","1"
"SCN_141","socrew146","5"
"SCN_141","socrew147","5"
"SCN_141","socrew148","4"
"SCN_141","socrew149","5"
"SCN_141","socrew150","2"
"SCN_141","socrew151","2"
"SCN_141","socrew152","4"
"SCN_141","socrew153","4"
"SCN_141","socrew154","2"
"SCN_141","socrew155","2"
"SCN_141","socrew156","4"
"SCN_141","socrew157","4"
"SCN_141","socrew158","4"
"SCN_141","socrew159","4"
"SCN_141","socrew160","2"
"SCN_141","socrew161","4"
"SCN_141","socrew162","4"
"SCN_141","socrew163","4"
"SCN_141","socrew164","4"
"SCN_141","socrew165","4"
"SCN_141","socrew166","2"
"SCN_141","socrew167","1"
"SCN_141","socrew168","1"
"SCN_141","socrew169","4"
"SCN_141","socrew170","4"
"SCN_141","socrew171","4"
"SCN_141","socrew172","4"
"SCN_141","socrew173","4"
"SCN_141","socrew174","2"
"SCN_141","socrew175","4"
"SCN_141","socrew176","4"
"SCN_141","socrew177","4"
"SCN_141","socrew178","2"
"SCN_141","socrew179","2"
"SCN_141","socrew180","5"
"SCN_141","socrew181","4"
"SCN_141","socrew182","2"
"SCN_141","socrew183","2"
"SCN_141","socrew184","2"
"SCN_141","socrew185","5"
"SCN_141","socrew186","4"
"SCN_141","socrew187","4"
"SCN_141","socrew188","2"
"SCN_141","socrew189","4"
"SCN_141","socrew190","1"
"SCN_141","socrew191","1"
"SCN_141","socrew192","4"
"SCN_141","socrew193","4"
"SCN_141","socrew194","1"
"SCN_141","socrew195","2"
"SCN_141","socrew196","4"
"SCN_141","socrew197","1"
"SCN_141","socrew198","2"
"SCN_141","socrew199","2"
"SCN_141","socrew200","4"
"SCN_141","socrew201","2"
"SCN_141","socrew202","5"
"SCN_141","socrew203","5"
"SCN_141","socrew204","2"
"SCN_141","socrew205","4"
"SCN_141","socrew206","2"
"SCN_141","socrew207","1"
"SCN_141","socrew208","2"
"SCN_141","socrew209","4"
"SCN_141","socrew210","2"
"SCN_141","socrew211","4"
